X,packagename,packagename_orig,logprice,movie_group,start_date,price_orig,cost_no_vat,augsales,imdb_rating,imdb_votes
179,022541_LUS_RAPTADOS_60344000_,022541_LUS_RAPTADOS_60344000_,5.855071922,50K,10/18/13 0:00,349,149,7,7,2652
180,022549_LUS_200KMHORA_66405000_,022549_LUS_200KMHORA_66405000_,5.293304825,70K,9/20/13 0:00,199,100,17,2.1,1391
181,022581_LUS_SABORPAIXAO_56589000_,022581_LUS_SABORPAIXAO_56589000_,5.293304825,70K,9/6/13 0:00,199,100,18,5.4,3786
182,023518_LUS_SAFEOINTOCAVEL_66511000_,023518_LUS_SAFEOINTOCAVEL_66511000_,5.700443573,50K,1/10/14 0:00,299,149,0,6.5,57020
183,023531_LUS_VIDASECRETGATOS_53490000_,023531_LUS_VIDASECRETGATOS_53490000_,5.293304825,70K,9/6/13 0:00,199,100,20,7.7,23
184,024203_LUS_PEQNICOLAS_VOL8_62592_695371D_,024203_LUS_PEQNICOLAS_VOL8_62592_695371D_,5.293304825,70K,9/6/13 0:00,199,100,45,0,0
185,024204_LUS_RUCACLUBECO_VOL6_63914_695370D_,024204_LUS_RUCACLUBECO_VOL6_63914_695370D_,5.517452896,70K,9/6/13 0:00,249,100,51,0,0
186,024205_LUS_AMERICANPIE1VEZ_51394000_,024205_LUS_AMERICANPIE1VEZ_51394000_,5.855071922,50K,10/18/13 0:00,349,149,18,7,250540
187,024214_LUS_ANTICRISTO_51899000_,024214_LUS_ANTICRISTO_51899000_,5.293304825,70K,9/6/13 0:00,199,100,18,3.9,1417
188,024227_LUS_PATOLOGIA_59218000_,024227_LUS_PATOLOGIA_59218000_,5.988961417,70K,9/6/13 0:00,399,220,12,6,22358
189,024310_LUS_ANITAVOL1_DIAMAE_63310_695482D_,024310_LUS_ANITAVOL1_DIAMAE_63310_695482D_,5.293304825,70K,9/6/13 0:00,199,100,12,0,0
190,024537_LUS_TRIBO_59072000_,024537_LUS_TRIBO_59072000_,5.988961417,70K,9/6/13 0:00,399,220,22,4.2,1452
191,024586_LUS_KILLIRISHMAN_66731000_,024586_LUS_KILLIRISHMAN_66731000_,5.293304825,70K,9/20/13 0:00,199,100,3,7.2,28741
192,024587_LUS_MONGOL_66732000_,024587_LUS_MONGOL_66732000_,5.293304825,70K,9/20/13 0:00,199,100,10,7.3,31671
193,024590_LUS_VIAGEMPOPEYE_66734000_,024590_LUS_VIAGEMPOPEYE_66734000_,5.517452896,140K,10/18/13 0:00,249,100,42,6,146
194,024595_LUS_DUPLOIMPACTO_65440000_,024595_LUS_DUPLOIMPACTO_65440000_,5.855071922,70K,9/20/13 0:00,349,149,17,5.3,21372
195,024607_LUS_AMITYVILLE_64985000_,024607_LUS_AMITYVILLE_64985000_,5.293304825,70K,9/6/13 0:00,199,100,31,5.9,61846
196,024645_LUS_VERTIGEM_61625000_,024645_LUS_VERTIGEM_61625000_,5.988961417,70K,9/6/13 0:00,399,220,19,5.7,4344
197,024854_LUS_10000AC_62050000_,024854_LUS_10000AC_62050000_,5.855071922,50K,10/18/13 0:00,349,149,5,5,89581
198,024858_LUS_CATWOMAN_62067000_,024858_LUS_CATWOMAN_62067000_,5.293304825,70K,9/6/13 0:00,199,100,9,3.3,69735
199,024863_LUS_POLAREXPRESS_62129000_VP_,024863_LUS_POLAREXPRESS_62129000_VP_,5.293304825,70K,9/6/13 0:00,199,100,30,6.6,85420
200,024864_LUS_CISNENEGRO_64470000_,024864_LUS_CISNENEGRO_64470000_,5.855071922,50K,12/13/13 0:00,349,156,95,8.1,406376
201,025071_LUS_CRONARNIAVIAGCAMALV_64467000_,025071_LUS_CRONARNIAVIAGCAMALV_64467000_,5.855071922,70K,9/20/13 0:00,349,156,95,6.4,73076
202,025076_LUS_SEMTI_61341000_,025076_LUS_SEMTI_61341000_,5.988961417,70K,9/20/13 0:00,399,256,11,6.7,5779
203,025114_LUS_CACADORULTIGRTASM_64724000_,025114_LUS_CACADORULTIGRTASM_64724000_,5.988961417,70K,9/20/13 0:00,399,256,8,6.8,21619
204,025631_LUS_SOZINHA_65200000_,025631_LUS_SOZINHA_65200000_,5.988961417,70K,9/20/13 0:00,399,220,7,9.1,730
205,025655_LUS_FOGCONTRAFOG_65786000_,025655_LUS_FOGCONTRAFOG_65786000_,5.988961417,100K,11/15/13 0:00,399,256,31,5.7,14654
206,025658_LUS_KICKBOXER3_55744000_,025658_LUS_KICKBOXER3_55744000_,5.293304825,270K,11/15/13 0:00,199,100,23,3.6,1887
207,025684_LUS_ZARAFA_VP_65340000_,025684_LUS_ZARAFA_VP_65340000_,5.988961417,100K,11/15/13 0:00,399,256,26,6.6,565
208,025690_LUS_TERRAPROMET_65827000_,025690_LUS_TERRAPROMET_65827000_,5.988961417,100K,11/15/13 0:00,399,256,218,6.6,20025
209,025693_LUS_TUDOPOR1BEBE_64425000_,025693_LUS_TUDOPOR1BEBE_64425000_,5.988961417,100K,11/15/13 0:00,399,256,159,4.9,5943
210,025701_LUS_SNITCH_63868000_,025701_LUS_SNITCH_63868000_,5.988961417,100K,11/15/13 0:00,399,256,1251,6.5,44842
211,025702_LUS_7PSICOPATAS_66281000_,025702_LUS_7PSICOPATAS_66281000_,5.988961417,100K,11/15/13 0:00,399,256,111,7.2,131360
212,025706_LUS_BRACODIREITSATAN_56325000_,025706_LUS_BRACODIREITSATAN_56325000_,5.003946306,270K,11/15/13 0:00,149,75,4,5.3,3753
213,025913_LUS_PEQNICOLAS_T2_VOL1_63311_695602D_,025913_LUS_PEQNICOLAS_T2_VOL1_63311_695602D_,5.293304825,100K,11/15/13 0:00,199,100,55,0,0
214,026441_LUS_SPINRITMLAT_58364000_,026441_LUS_SPINRITMLAT_58364000_,5.003946306,50K,12/13/13 0:00,149,75,82,5.5,73
215,026458_LUS_LADRCOMESTILO_63638000_,026458_LUS_LADRCOMESTILO_63638000_,5.988961417,100K,11/15/13 0:00,399,256,962,5.7,11202
216,026459_LUS_DOU1ANO_65849000_,026459_LUS_DOU1ANO_65849000_,5.988961417,100K,11/15/13 0:00,399,256,863,5.8,19425
217,026461_LUS_DESPERTAR_63765000_,026461_LUS_DESPERTAR_63765000_,5.988961417,100K,11/15/13 0:00,399,256,477,6.5,32420
218,026476_LUS_ERA1VEZ1PAI_55949000_,026476_LUS_ERA1VEZ1PAI_55949000_,5.700443573,50K,1/10/14 0:00,299,149,58,6.2,45715
219,026512_LUS_FORCAG_61528000_VP_,026512_LUS_FORCAG_61528000_VP_,5.988961417,100K,11/15/13 0:00,399,225,226,5.1,26324
220,026515_LUS_CATCH44_63349000_,026515_LUS_CATCH44_63349000_,5.988961417,100K,11/15/13 0:00,399,256,229,4.7,12048
221,026516_LUS_CELESTEJESSEMPRE_65219000_,026516_LUS_CELESTEJESSEMPRE_65219000_,5.988961417,50K,12/13/13 0:00,399,256,156,6.6,15828
222,026645_LUS_BALACERTEIRA_67106000_,026645_LUS_BALACERTEIRA_67106000_,5.988961417,100K,11/15/13 0:00,399,238,843,5.8,28228
223,026877_LUS_PANTERACOROSA_65436000_,026877_LUS_PANTERACOROSA_65436000_,5.700443573,50K,1/10/14 0:00,299,149,0,5.5,52279
224,026879_LUS_REGRASILENCIO_65567000_,026879_LUS_REGRASILENCIO_65567000_,5.988961417,50K,12/13/13 0:00,399,256,0,6.4,17358
225,026880_LUS_HOMEMABATER_64426000_,026880_LUS_HOMEMABATER_64426000_,5.988961417,50K,12/13/13 0:00,399,256,0,6.5,38315
226,026881_LUS_PEDACINHOPARAISO_61913000_,026881_LUS_PEDACINHOPARAISO_61913000_,5.988961417,130K,12/13/13 0:00,399,256,0,6.3,16230
227,026902_LUS_GRANDEDIA_63777000_,026902_LUS_GRANDEDIA_63777000_,5.988961417,130K,12/13/13 0:00,399,199,0,5.5,22512
228,026969_LUS_ARANHAS_63574000_,026969_LUS_ARANHAS_63574000_,5.988961417,270K,11/15/13 0:00,399,220,187,3.4,2270
229,027111_LUS_MANUALDAMOR_63585000_,027111_LUS_MANUALDAMOR_63585000_,5.988961417,270K,11/15/13 0:00,399,220,141,6.4,2453
230,027114_LUS_AMORELETRAS_65531000_,027114_LUS_AMORELETRAS_65531000_,5.988961417,100K,11/15/13 0:00,399,220,224,6.8,17181
231,027117_LUS_10ANOSDEPOIS_66422000_,027117_LUS_10ANOSDEPOIS_66422000_,5.988961417,130K,12/13/13 0:00,399,220,194,6.1,12114
232,027490_LUS_TOMASEAMIGANIMZOO_63527_695659D_,027490_LUS_TOMASEAMIGANIMZOO_63527_695659D_,5.293304825,50K,1/10/14 0:00,199,100,0,7.2,1256
233,027638_LUS_STOKER_67075000_,027638_LUS_STOKER_67075000_,5.988961417,50K,1/10/14 0:00,399,256,0,6.9,56890
234,027667_LUS_THEAST_67240000_,027667_LUS_THEAST_67240000_,5.988961417,50K,1/10/14 0:00,399,256,0,6.9,24393
235,027692_LUS_MALDICAOCHUCKY_67183000_,027692_LUS_MALDICAOCHUCKY_67183000_,5.988961417,50K,1/10/14 0:00,399,240,0,5.6,13861
236,027940_LUS_HOSPEDESINDESEJADOS_67234000,027940_LUS_HOSPEDESINDESEJADOS_67234000,5.988961417,50K,1/10/14 0:00,399,256,0,5.5,20548
237,027942_LUS_AVENTPEQPOLEGAREZINHA_54753000_VP_,027942_LUS_AVENTPEQPOLEGAREZINHA_54753000_VP_,5.293304825,50K,1/10/14 0:00,199,100,0,5,367
238,028333_LUS_POKEMON5_55561000_,028333_LUS_POKEMON5_55561000_,5.700443573,50K,2/7/14 0:00,299,149,0,5.9,2165
239,028334_LUS_POKEMON6_65678000_,028334_LUS_POKEMON6_65678000_,5.293304825,50K,2/7/14 0:00,199,100,0,5.9,1275
240,028341_LUS_VISITANTESNAMERICA_53617000_,028341_LUS_VISITANTESNAMERICA_53617000_,5.293304825,50K,2/7/14 0:00,199,100,0,5.8,12434
241,028345_LUS_CHIMPASEMPERIGO_55136000_,028345_LUS_CHIMPASEMPERIGO_55136000_,5.293304825,50K,2/7/14 0:00,199,100,0,0,0
242,028347_LUS_PELE_54257000_,028347_LUS_PELE_54257000_,5.293304825,50K,2/7/14 0:00,199,100,0,6.1,40
243,028354_LUS_VIDASELVAGEMFILME_67297000_,028354_LUS_VIDASELVAGEMFILME_67297000_,5.988961417,50K,2/7/14 0:00,399,238,0,9.1,12674
244,028364_LUS_1CONTODENATAL_52455000_VO_,028364_LUS_1CONTODENATAL_52455000_VO_,5.293304825,50K,2/7/14 0:00,199,100,0,5.5,1089
245,028365_LUS_1CONTODENATAL_52455000_VP_,028365_LUS_1CONTODENATAL_52455000_VP_,5.293304825,50K,2/7/14 0:00,199,100,0,5.5,1089
246,028367_LUS_VIDAN1MOMENTO_67281000_,028367_LUS_VIDAN1MOMENTO_67281000_,5.988961417,50K,2/7/14 0:00,399,220,0,7.2,223
247,028369_LUS_CENARIOMORTAL_67324000_,028369_LUS_CENARIOMORTAL_67324000_,5.988961417,130K,2/7/14 0:00,399,220,0,5.9,67
248,028371_LUS_CONFIANCATRAIDA_67282000_,028371_LUS_CONFIANCATRAIDA_67282000_,5.988961417,130K,2/7/14 0:00,399,220,0,5.5,102
249,028395_LUS_PRINCIPIOINCERTEZA_57758000_,028395_LUS_PRINCIPIOINCERTEZA_57758000_,5.293304825,130K,2/7/14 0:00,199,100,0,6.6,284
250,028401_LUS_GARFIELDFESTIVCOMED_61365000_VP_,028401_LUS_GARFIELDFESTIVCOMED_61365000_VP_,5.988961417,50K,2/7/14 0:00,399,256,0,4.2,414
251,028405_LUS_3096DIAS_65991000_,028405_LUS_3096DIAS_65991000_,5.988961417,50K,2/7/14 0:00,399,256,0,6.1,2059
252,028485_LUS_FRAGILSOMMOTOR_66038000_,028485_LUS_FRAGILSOMMOTOR_66038000_,5.988961417,50K,2/7/14 0:00,399,256,0,7.4,27
253,028488_LUS_TURBULENCIASAMOR_67032000_,028488_LUS_TURBULENCIASAMOR_67032000_,5.988961417,50K,2/7/14 0:00,399,220,0,6.4,712
254,028730_LUS_CUMPLICE_66643000_,028730_LUS_CUMPLICE_66643000_,5.988961417,50K,2/7/14 0:00,399,220,0,6.6,256
255,028731_LUS_116DESVIOMILHOES_66381000_,028731_LUS_116DESVIOMILHOES_66381000_,5.988961417,50K,2/7/14 0:00,399,220,0,0,0
256,028732_LUS_MEDOPRIMARIO_66502000_,028732_LUS_MEDOPRIMARIO_66502000_,5.988961417,50K,2/7/14 0:00,399,220,0,7.7,98228
257,029107_LUS_DIARPRINCNOIVREAL_55797000_,029107_LUS_DIARPRINCNOIVREAL_55797000_,5.293304825,130K,2/7/14 0:00,199,100,0,5.6,34464
258,029318_LUS_TEMOSFALARSOBKEVIN_65924000_,029318_LUS_TEMOSFALARSOBKEVIN_65924000_,5.700443573,50K,2/7/14 0:00,299,149,0,7.5,64692
259,029647_LUS_ROMANCEARRISCADO_55158000_,029647_LUS_ROMANCEARRISCADO_55158000_,5.700443573,50K,2/7/14 0:00,299,149,0,5.9,88194
